Date,boiler,solar_thermal_pump,laptop,washing_machine,dishwasher,tv,htpc,kettle,toaster,fridge,microwave,lcd_office,hifi_office,breadmaker,amp_livingroom,adsl_router,livingroom_s_lamp,soldering_iron,gigE_&_USBhub,hoover,kitchen_dt_lamp,bedroom_ds_lamp,lighting_circuit,livingroom_s_lamp2,iPad_charger,subwoofer_livingroom,livingroom_lamp_tv,DAB_radio_livingroom,kitchen_lamp2,kitchen_phone&stereo,utilityrm_lamp,samsung_charger,bedroom_d_lamp,coffee_machine,kitchen_radio,bedroom_chargers,hair_dryer,straighteners,iron,gas_oven,data_logger_pc,childs_table_lamp,childs_ds_lamp,baby_monitor_tx,battery_charger,office_lamp1,office_lamp2,office_lamp3,office_pc,office_ds_fan,LED_printer,Total_power_mainMeter
29-01-15,0.552,0.092,0,0.364,0,0.198,0.34,0.462,0.207,0.824,0.129,0.077,0,0,0.044,0.107,0.044,0,0.019,0,0,0,0.823,0.008,0,0.029,0.003,0,0.333,0,0,0.004,0,0,0.005,0.002,0,0,0,0,0.264,0,0,0,0,0,0.003,0.013,0,0,0.02,12.82
30-01-15,0.63,0.08,0,1.115,1.373,0.318,0.451,0.571,0.172,0.761,0.539,0,0,0,0.085,0.106,0.063,0,0,0.598,0,0,0.843,0.018,0,0.176,0.003,0,0.234,0,0,0.004,0,0,0,0.002,0,0,0,0,0.26,0.002,0,0,0,0,0,0,0,0,0,9.102
31-01-15,0.886,0,0,0,0,0.495,0.552,0.57,0.216,0.736,0.283,0,0,0,0.151,0.11,0.188,0,0,0,0,0,0.68,0.095,0,0.116,0.005,0,0.228,0,0,0.001,0.038,0,0.002,0,0.03,0.007,0,0.015,0.259,0,0,0,0,0,0,0,0,0,0,9.222
01-02-15,0.66,0.056,0,0.748,0,0.472,0.406,0.422,0.093,0.699,0.486,0,0,0,0.129,0.109,0.133,0,0,0,0,0,0.633,0.048,0,0.096,0.004,0,0.233,0,0,0.007,0,0.049,0.003,0.003,0,0,0,0.019,0.26,0.003,0.001,0,0,0,0,0,0,0,0,12.31
02-02-15,0.68,0.168,0,1.546,1.58,0.327,0.407,0.402,0.082,0.815,0.144,0.236,0,0,0.066,0.122,0.075,0,0.042,0,0,0,0.642,0.029,0,0.046,0.004,0,0.252,0,0,0.004,0,0,0,0.002,0,0.006,0,0.019,0.28,0,0.004,0,0,0.056,0.043,0.034,0,0,0,11.062
03-02-15,0.792,0.14,0,0.745,0,0.208,0.225,0.687,0.043,0.898,0.313,0.461,0.001,0,0.042,0.133,0.083,0,0.085,0.002,0.002,0,1.049,0.03,0,0.03,0.004,0,0.222,0,0,0.003,0.043,0,0,0.003,0,0,0,0.014,0.291,0,0,0,0,0.169,0.141,0.099,0,0,0,9.486
04-02-15,0.649,0.094,0,0.784,0,0.289,0.196,0.361,0.138,0.757,0.311,0.229,0,0,0.115,0.123,0.096,0,0.038,0,0,0.003,0.852,0.048,0,0.081,0,0,0.241,0,0.001,0.001,0.029,0,0,0.002,0,0,0,0,0.281,0,0,0,0,0.072,0.053,0.037,0,0,0.016,7.228
05-02-15,0.682,0.105,0,0,0,0.256,0.311,0.249,0.147,0.707,0.257,0.045,0,0,0.071,0.117,0.003,0,0.006,0.051,0,0,0.75,0.021,0,0.049,0.003,0,0,0,0,0.002,0,0,0.008,0.001,0,0,0,0,0.271,0,0,0,0,0.018,0.013,0.009,0,0,0,11.843
06-02-15,0.821,0.171,0.006,1.032,1.594,0.424,0.407,0.512,0.208,0.713,0.09,0.041,0,0,0.092,0.109,0.049,0,0.004,0,0,0,1.055,0.007,0,0.071,0.003,0,0.244,0,0.002,0.006,0,0,0,0.006,0,0,0,0,0.263,0.001,0,0,0.006,0,0,0.001,0,0,0,9.964
07-02-15,0.744,0.032,0,0.792,0,0.254,0.175,0.66,0.356,0.808,0.407,0.072,0.001,0,0.058,0.133,0.07,0,0.044,0.006,0,0,0.884,0.016,0,0.04,0.003,0,0.277,0,0,0.005,0,0,0,0.003,0.081,0.007,0,0,0.291,0,0,0,0,0,0.003,0.005,0,0,0,10.301
08-02-15,0.901,0.18,0,0.773,0,0.303,0.219,0.359,0.375,0.847,0.322,0.034,0.001,0,0.106,0.133,0.086,0,0.031,0,0,0,0.717,0.019,0,0.081,0.004,0,0.389,0,0.001,0.003,0,0,0.011,0.002,0,0,0,0.013,0.291,0.004,0,0,0.001,0,0.005,0.004,0,0,0,8.273
09-02-15,0.505,0.163,0,0,0,0.313,0.484,0.462,0,0.736,0.611,0.094,0,0,0.072,0.131,0.055,0,0.034,0,0,0,0.841,0.011,0,0.104,0.003,0,0.052,0,0,0.003,0,0,0.004,0.003,0,0,0,0.044,0.288,0,0,0,0,0.001,0.001,0.001,0,0,0,11.61
10-02-15,0.682,0.05,0,0.691,1.591,0.156,0.109,0.885,0.116,0.904,0.314,0.112,0,0,0.031,0.12,0.046,0,0.024,0.205,0,0,1.012,0.016,0,0.023,0.004,0,0.132,0,0,0.003,0,0,0,0.002,0.059,0.006,0,0.03,0.275,0,0,0,0,0,0,0,0,0,0.041,8.592
11-02-15,0.653,0,0,0,0,0.577,0.722,0.568,0.196,0.816,0.31,0.041,0,0,0.106,0.113,0.089,0,0.007,0,0,0,0.595,0.024,0,0.079,0.005,0,0.233,0,0.001,0.004,0,0,0,0.003,0,0,0,0,0.263,0,0,0,0,0.01,0.01,0.007,0,0,0,12.243
12-02-15,0.573,0,0,1.58,0.839,0.325,0.216,0.365,0.136,0.824,0.316,0.366,0,0,0.069,0.121,0.064,0,0.116,0,0,0,0.775,0.041,0,0.05,0.004,0,0.253,0,0.002,0.003,0.001,0.051,0,0.002,0.101,0.005,0,0.01,0.278,0,0,0,0,0.148,0.119,0.082,0,0,0.014,10.795
13-02-15,0.671,0.035,0,0.662,0.616,0.347,0.487,0.653,0.136,0.811,0.559,0.015,0,0,0.068,0.109,0.129,0,0,0,0,0,1.326,0.053,0,0.049,0.003,0,0.17,0,0.003,0.003,0,0,0,0.002,0,0,0,0.03,0.264,0,0,0,0.008,0.006,0.003,0.002,0,0,0,8.17
14-02-15,0.488,0.136,0,0.003,0,0.222,0.465,0.501,0.092,0.825,0.321,0.054,0,0,0.092,0.11,0.158,0,0,0,0,0,0.734,0.075,0,0.069,0.005,0,0.211,0,0,0.003,0.004,0.059,0,0,0.046,0.007,0,0.027,0.264,0,0,0,0,0,0.013,0.009,0,0,0.012,10.144
15-02-15,0.547,0.137,0,0.673,1.539,0.08,0.19,0.577,0.152,0.887,0.333,0,0,0,0.019,0.104,0.024,0,0,0.212,0,0,0.599,0,0,0.013,0.003,0,0.191,0,0,0.002,0,0.06,0,0.006,0.005,0.009,0,0,0.265,0,0,0,0,0,0,0.006,0,0,0.025,7.69
16-02-15,0.481,0.07,0,1.265,0,0.135,0.232,0.129,0.057,0.804,0.093,0.069,0,0,0.03,0.107,0,0,0.014,0,0,0,0.344,0.004,0,0.021,0.003,0,0.011,0,0.001,0.004,0,0,0,0.003,0,0.005,0,0,0.266,0,0,0,0,0.017,0.014,0.011,0,0,0,7.354
17-02-15,0.534,0.209,0,0.647,0,0,0.222,0.205,0.065,0.829,0.22,0.054,0,0,0,0.134,0.016,0,0.003,0,0,0,0.508,0,0,0.001,0,0,0.061,0,0.001,0,0,0.06,0,0.002,0.02,0.009,0,0,0.293,0,0.004,0,0,0,0,0,0,0,0,10.932
18-02-15,0.593,0.194,0,0.891,0,0.282,0.687,0.365,0.258,1.392,0.51,0.067,0,0,0.06,0.133,0.054,0,0.016,0,0,0,0.444,0.016,0,0.042,0.003,0,0.227,0,0,0.011,0,0,0,0.007,0,0,0,0,0.292,0,0,0,0,0.018,0.013,0.022,0,0,0,9.646
19-02-15,0.544,0.108,0,0,1.532,0.067,0.374,0.388,0.358,0.892,0.125,0.148,0,0,0.014,0.134,0.022,0,0.036,0.245,0,0,0.418,0,0,0.009,0.003,0,0.28,0,0,0,0,0,0,0,0.02,0.01,0,0.011,0.292,0,0,0,0,0.04,0.035,0.024,0,0,0,7.968
20-02-15,0.356,0.034,0,0,0,0,1.475,0.331,0.464,0.724,0.316,0.182,0,0,0,0.129,0,0,0.031,0,0,0,0.555,0,0,0,0,0,0.128,0,0.001,0.005,0.029,0,0,0,0,0.005,0,0,0.281,0,0,0,0,0.026,0.024,0.016,0,0,0,10.722
21-02-15,0.523,0.131,0,1.382,0,0.269,0.897,0.541,0.08,0.77,0.237,0.028,0,0,0.099,0.132,0.073,0,0.003,0,0,0,0.566,0,0,0.079,0,0,0.234,0,0,0.009,0,0.069,0,0.002,0.04,0.006,0,0,0.289,0,0,0,0,0,0.003,0.003,0,0,0,10.276
22-02-15,0.536,0.121,0,1.621,0,0.275,0.421,0.347,0.362,0.663,0.291,0.033,0,0,0.37,0.112,0.074,0,0.005,0,0,0,0.586,0.004,0,0.042,0.003,0,0.08,0,0,0.002,0,0,0,0.001,0,0.009,0,0,0.264,0,0,0,0,0.01,0.01,0.006,0,0,0,12.592
23-02-15,0.623,0.17,0,2.125,1.541,0.287,0.342,0.564,0.179,0.734,0.128,0.331,0,0,0.069,0.12,0.033,0,0.041,0,0,0,0.643,0.013,0,0.05,0.004,0,0.057,0,0.001,0.002,0.012,0.086,0,0.003,0,0,0,0,0.276,0,0,0,0,0,0,0.009,0,0,0,8.358
24-02-15,0.528,0.146,0,0.701,0,0.262,0.401,0.455,0.133,0.787,0.398,0.121,0,0,0.062,0.111,0.094,0,0.017,0,0,0,0.737,0.024,0,0.063,0,0,0,0,0,0.002,0,0,0,0.002,0,0,0,0,0.268,0,0,0,0,0.003,0.003,0.032,0,0,0.027,8.048
25-02-15,0.466,0.163,0,0,0,0.335,0.39,0.555,0,0.75,0.433,0.292,0,0,0.068,0.112,0.29,0,0.013,0,0,0,0.896,0.02,0,0.049,0.003,0,0.038,0,0,0,0,0,0,0.004,0,0,0,0.049,0.267,0,0,0,0,0,0.002,0.03,0,0,0,10.933
26-02-15,0.462,0.055,0,2.239,0,0.448,0.356,0.316,0.228,0.918,0.536,0.113,0,0,0.081,0.121,0.026,0,0.01,0,0,0,0.567,0.021,0,0.064,0.003,0,0,0,0,0.008,0,0,0,0.003,0.003,0.008,0,0.007,0.281,0,0,0,0,0,0,0.007,0,0,0.028,8.506
27-02-15,0.465,0.222,0,0,1.53,0.398,0.308,0.441,0.223,0.722,0.218,0.032,0,0,0.087,0.106,0,0,0.001,0,0,0,0.42,0.031,0,0,0.003,0,0.026,0,0,0,0,0,0,0,0,0,0,0.011,0.264,0,0,0,0,0,0,0.003,0,0,0.005,10.255
28-02-15,0.54,0.07,0.006,1.329,0,0.285,0.426,0.541,0.305,0.841,0.35,0,0,0,0.076,0.117,0.087,0,0,0.569,0,0,0.681,0.027,0,0.055,0.004,0,0,0,0.003,0.008,0,0,0,0.004,0,0,0,0.043,0.273,0,0,0,0,0,0,0,0,0,0,9.575
01-03-15,0.432,0.22,0,0.677,1.471,0.289,0.226,0.512,0.082,0.793,0.422,0,0,0,0.053,0.101,0.063,0,0,0.031,0,0,0.487,0.017,0,0.044,0.003,0,0.012,0,0,0.001,0.014,0.002,0.008,0.003,0,0.008,0,0,0.263,0,0,0,0,0,0,0,0,0,0,10.492
02-03-15,0.51,0.204,0,2.379,0,0.267,0.304,0.478,0.078,0.746,0.245,0.028,0,0,0.052,0.102,0.052,0,0,0,0,0,0.695,0.011,0,0.043,0.003,0,0,0,0.001,0.003,0.004,0,0.003,0.004,0,0,0,0.051,0.268,0,0,0,0.006,0,0.003,0.002,0,0,0,10.202
03-03-15,0.475,0.218,0,1.362,0,0,0.123,0.239,0.185,0.892,0.123,0.377,0,0,0.01,0.131,0.063,0,0.07,0,0,0,0.893,0.031,0,0.042,0.004,0,0,0,0,0.004,0.037,0,0,0,0.003,0.013,0,0,0.29,0,0,0,0,0.026,0.024,0.029,0,0,0.016,9.698
04-03-15,0.519,0.154,0,1.97,0,0.194,0.154,0.606,0.09,0.775,0.311,0,0,0,0.042,0.1,0.088,0,0,0,0,0,0.497,0.034,0,0.029,0.004,0,0.097,0,0.004,0.002,0,0,0.001,0.008,0,0,0,0.018,0.264,0.004,0,0,0,0,0,0,0,0,0,12.817
05-03-15,0.553,0.229,0,1.411,1.47,0.245,0.167,0.591,0.151,0.741,0.288,0.178,0,0,0.055,0.107,0.047,0,0.029,0.596,0,0,0.703,0.03,0,0.039,0.004,0,0.349,0,0.025,0.002,0,0,0.006,0.002,0,0,0,0.037,0.27,0,0,0,0,0.015,0.011,0.033,0,0,0.007,8.109
06-03-15,0.424,0.275,0,0.926,0,0.296,0.235,0.253,0.146,0.755,0.427,0.009,0,0,0.054,0.106,0,0,0.001,0,0,0,0.743,0.022,0,0.043,0.004,0,0,0,0,0,0,0,0,0.006,0,0.007,0,0.061,0.265,0,0.001,0.001,0,0,0,0,0,0,0,7.452
07-03-15,0.356,0.245,0,0.575,0,0.082,0.204,0.495,0.171,0.73,0.382,0.094,0,0,0.062,0.112,0.066,0,0,0,0,0,0.519,0,0,0.144,0.004,0,0.078,0,0,0.006,0,0,0.002,0.002,0,0.013,0,0,0.27,0,0,0,0,0,0,0.008,0,0,0,7.619
08-03-15,0.337,0.136,0,0,1.542,0.278,0.216,0.263,0.098,0.788,0.366,0,0,0,0.056,0.106,0.041,0,0,0,0,0,0.447,0.006,0,0.039,0.004,0,0.061,0,0,0.002,0.02,0,0.004,0.011,0,0,0,0,0.265,0,0,0,0,0,0,0,0,0,0,9.144
09-03-15,0.404,0.093,0,0.621,0,0.122,0.107,0.617,0.074,0.958,0.239,0.038,0,0,0.026,0.103,0.099,0,0,0.16,0,0,1.511,0.047,0,0.018,0.004,0,0.127,0,0,0,0.003,0,0,0.003,0,0,0,0,0.268,0,0,0,0,0.041,0.034,0.022,0,0,0,11.543
10-03-15,0.362,0.274,0,0.717,1.459,0.26,0.171,0.458,0.172,0.991,0.176,0.522,0,0,0.05,0.119,0.052,0,0.103,0,0,0,0.796,0.013,0,0.037,0.004,0,0.38,0,0,0.005,0.006,0,0,0.003,0,0.007,0,0.028,0.279,0,0,0,0,0,0,0.026,0,0,0,8.624
11-03-15,0.483,0.18,0,0,0,0.32,0.442,0.589,0.083,0.9,0.734,0.201,0,0,0.065,0.112,0,0,0.035,0,0,0,0.643,0.041,0,0.06,0.005,0,0.305,0,0,0.001,0,0,0,0.002,0,0,0,0.049,0.266,0,0,0,0,0,0,0.019,0,0,0,9.91
12-03-15,0.35,0.257,0,1.198,0.818,0.351,0.339,0.499,0.223,0.849,0.268,0.012,0,0,0.108,0.104,0.02,0,0,0,0,0,0.552,0.028,0,0.062,0.004,0,0,0,0,0.005,0.001,0,0,0.003,0,0,0,0.016,0.264,0,0,0,0,0,0,0.003,0,0,0,10.707
13-03-15,0.404,0.263,0,1.703,0.628,0,0.076,0.551,0.3,0.723,0.304,0.313,0,0,0,0.106,0,0,0.036,0,0,0,0.864,0,0,0,0.006,0,0.089,0,0.002,0.008,0,0,0,0.002,0,0.016,0,0,0.299,0,0.001,0,0.009,0.023,0.02,0.039,0,0,0,4.752
14-03-15,0.357,0.169,0,0,0,0,0.069,0.165,0.149,0.669,0.099,0.012,0,0,0,0.102,0,0,0.001,0,0,0,0.147,0,0,0,0,0,0.362,0,0,0,0,0,0,0.003,0,0,0,0,0.272,0,0,0,0.007,0,0,0.012,0,0,0,3.496
15-03-15,0.282,0,0,0,0,0,0.003,0,0,0.558,0,0,0,0,0,0.102,0,0,0,0,0,0,0.042,0,0,0,0,0,0.355,0,0,0,0.004,0,0,0,0,0,0,0,0.253,0.006,0,0,0,0,0,0,0,0,0,11.023
16-03-15,0.735,0.086,0,1.809,0,0.001,0.074,0.678,0.156,0.883,0.435,0.073,0,0,0.042,0.111,0.063,0,0.029,0,0,0,0.985,0.032,0,0.035,0,0,0.346,0,0,0,0.019,0,0,0,0,0,0,0.067,0.267,0,0,0,0,0.049,0.045,0.03,0,0,0,12.525
17-03-15,0.537,0.247,0,0,2.795,0.309,0.222,0.7,0.154,0.996,0.215,0.025,0.001,0,0.069,0.107,0.153,0,0.001,0.3,0,0,1.095,0.044,0,0.049,0.005,0,0.268,0,0,0.003,0.015,0,0,0,0,0.004,0,0.029,0.265,0,0,0,0,0,0,0.019,0,0,0,11.816
18-03-15,0.469,0.278,0,1.299,1.025,0.403,0.264,0.671,0.17,0.768,0.359,0.35,0,0,0.084,0.114,0.078,0,0.04,0,0,0,0.559,0.012,0,0.059,0.005,0,0.374,0,0,0.003,0.005,0,0,0,0,0,0,0.009,0.271,0.001,0,0.001,0,0,0,0.014,0,0,0.018,9.287
19-03-15,0.631,0.012,0,0,0.478,0.283,0.469,0.388,0.254,0.767,0.253,0.196,0,0,0.058,0.111,0.256,0,0.022,0.246,0,0,0.832,0.013,0,0.041,0.017,0,0.326,0,0,0.003,0.013,0,0,0,0,0.005,0,0.02,0.267,0,0,0,0,0,0,0.02,0,0,0,7.769
20-03-15,0.608,0.211,0,0,0,0.421,0.577,0.535,0.077,0.742,0.178,0.171,0,0,0.078,0.111,0.049,0,0.026,0,0,0,0.487,0.012,0,0.059,0.004,0,0.156,0,0,0.005,0,0.053,0.007,0,0,0,0,0.044,0.265,0,0,0,0,0.035,0.029,0.02,0,0,0.015,11.685
21-03-15,0.516,0.136,0,1.299,1.469,0.34,0.317,0.369,0.255,0.717,0.345,0.049,0,0,0.098,0.107,0.075,0,0,0,0,0,0.845,0.009,0,0.162,0.004,0,0,0,0.002,0.005,0.002,0.062,0,0,0.029,0.007,0,0.008,0.263,0,0,0,0.01,0,0,0.004,0,0,0.039,11.085
22-03-15,0.485,0.261,0,1.319,1.438,0.201,0.29,0.52,0.127,0.774,0.279,0,0,0,0.061,0.106,0.03,0,0,0,0,0,0.687,0.027,0,0.158,0.005,0,0,0,0.002,0.007,0.034,0.061,0,0,0,0,0,0.006,0.262,0,0,0,0,0,0,0,0,0,0,7.754
23-03-15,0.473,0.263,0,0.736,0,0.073,0.065,0.42,0,0.792,0.162,0,0,0,0.014,0.101,0.052,0,0,0,0,0,0.832,0.025,0.013,0.113,0.005,0,0,0,0,0.003,0.026,0,0,0.002,0,0.005,0,0.019,0.262,0,0,0.001,0,0,0,0,0,0,0,11.071
24-03-15,0.403,0.203,0,1.229,1.435,0.118,0.112,0.423,0.187,0.793,0.301,0.568,0,0,0.026,0.118,0.041,0,0,0,0,0,0.586,0.02,0,0.018,0.004,0,0,0,0.003,0.002,0.008,0.069,0,0.003,0,0,0,0.034,0.278,0,0,0,0,0.02,0.017,0.04,0,0,0,7.558
25-03-15,0.524,0.226,0,0.489,0,0.276,0.371,0.405,0.087,0.72,0.208,0,0,0,0.062,0.106,0.03,0,0,0,0,0,0.593,0,0,0.044,0.005,0,0,0,0,0.005,0.009,0,0.011,0.003,0,0.006,0,0.012,0.262,0.001,0,0,0,0,0,0,0,0,0,10.103
26-03-15,0.464,0.213,0,0.57,1.43,0.23,0.281,0.645,0.257,0.745,0.294,0.089,0,0,0.046,0.105,0.026,0,0.018,0,0,0,0.815,0.029,0,0.034,0.005,0,0,0,0,0.005,0,0,0,0.004,0,0.005,0,0.037,0.266,0.001,0.001,0,0,0.024,0.02,0.015,0,0,0,9.86
27-03-15,0.377,0.267,0,1.262,0,0.225,0.897,0.643,0.102,0.803,0.101,0.249,0,0,0.05,0.116,0.028,0,0.027,0,0,0,0.71,0.013,0,0.036,0.004,0,0,0,0.002,0.005,0.024,0.049,0.007,0.002,0,0,0,0,0.268,0,0,0,0,0,0,0,0,0,0,11.07
28-03-15,0.426,0.136,0,0.511,1.454,0.377,0.29,0.458,0.136,0.822,0.214,0,0,0,0.134,0.108,0.197,0,0,0.231,0,0,1.269,0.096,0,0.093,0.005,0,0,0,0,0.002,0,0.066,0,0,0,0.016,0.065,0.016,0.264,0,0,0,0,0,0,0,0,0,0,10.923
29-03-15,0.361,0.119,0,1.593,1.463,0.214,0.174,0.451,0.151,0.863,0.352,0,0,0,0.096,0.105,0.036,0,0,0.124,0,0,0.813,0.007,0,0.099,0.004,0,0,0,0,0.011,0,0.056,0,0.006,0,0,0,0.041,0.266,0.002,0,0,0,0,0,0,0,0,0,7.05
30-03-15,0.405,0.245,0.001,0,0,0.397,0.274,0.532,0.042,0.8,0.276,0.117,0,0,0.14,0.105,0.057,0,0.025,0,0,0,0.39,0.029,0,0.058,0.004,0,0,0,0,0.005,0,0,0.007,0.004,0,0,0,0,0.267,0,0,0,0,0.032,0.028,0.019,0,0,0,10.6
31-03-15,0.368,0.272,0,1.141,1.403,0.21,0.287,0.461,0.161,0.836,0.339,0.384,0,0,0.048,0.112,0.002,0,0.066,0,0,0,0.566,0.016,0,0.032,0.005,0,0,0,0,0.003,0,0,0,0.002,0,0,0,0.012,0.273,0,0,0,0,0,0,0.01,0,0,0.01,8.921
01-04-15,0.402,0.263,0,0.694,1.406,0,0.18,0.367,0.243,0.728,0.12,0.234,0,0,0,0.11,0.057,0,0.03,0,0,0,0.681,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.02,0.269,0,0.001,0,0,0,0.031,0,0,0,0,4.323
02-04-15,0.229,0.299,0,0,0,0,0.11,0,0,0.669,0,0,0,0,0,0.097,0.149,0,0,0.411,0,0,0.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273,0,0,0,0,0,0.117,0,0,0,0,3.29
03-04-15,0.231,0.018,0,0,0,0,0.081,0,0.005,0.539,0,0,0,0,0,0.102,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276,0,0.001,0,0,0,0.117,0,0,0,0,3.393
04-04-15,0.229,0.084,0,0,0,0,0.065,0,0,0.632,0,0,0,0,0,0.106,0.147,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276,0,0,0,0,0,0.115,0,0,0,0,3.742
05-04-15,0.231,0.251,0,0,0,0,0.222,0,0,0.573,0,0,0,0,0,0.117,0.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.281,0,0,0,0,0,0.118,0,0,0,0,3.678
06-04-15,0.281,0.247,0,0,0,0,0.132,0,0,0.569,0.019,0,0,0,0,0.115,0.137,0,0,0,0,0,0.058,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0.279,0,0,0,0,0,0.115,0,0,0,0,9.816
07-04-15,0.446,0.288,0,2.032,0,0.308,0.228,0.375,0.149,0.724,0.306,0.002,0,0,0.152,0.112,0.008,0,0,0,0,0,0.391,0,0,0.114,0.004,0,0,0,0.002,0.006,0,0,0,0.008,0,0.006,0,0.028,0.27,0,0.002,0,0,0,0,0,0.016,0,0.022,9.219
08-04-15,0.289,0.274,0.001,1.356,0,0.44,0.305,0.4,0.159,0.801,0.326,0,0,0,0.101,0.121,0.041,0,0.012,0,0,0,0.475,0.018,0,0.2,0.005,0,0,0,0,0.006,0,0.064,0,0.004,0,0,0,0,0.281,0,0.001,0,0,0.004,0,0,0,0,0.032,6.635
09-04-15,0.331,0.331,0,0,1.437,0.138,0.358,0.133,0.082,0.757,0.34,0,0,0,0.031,0.115,0.018,0,0,0,0,0,0.348,0.003,0,0.021,0.004,0,0,0,0,0.006,0,0.006,0,0.004,0.064,0.005,0,0.013,0.264,0,0,0,0,0,0,0,0,0,0,9.327
10-04-15,0.269,0.329,0,0.557,0,0.209,0.582,0.48,0.149,0.895,0.278,0,0,0,0.047,0.116,0.018,0,0,0.624,0,0,0.657,0,0,0.032,0.004,0,0,0,0,0,0,0,0,0.002,0,0,0,0.033,0.265,0.001,0,0,0,0,0,0,0,0,0,11.115
11-04-15,0.34,0.269,0,0.527,1.472,0.239,0.448,0.607,0.215,0.968,0.205,0,0,0,0.149,0.11,0.051,0,0,0,0,0,1.062,0.015,0,0.133,0.004,0,0,0,0,0.01,0.016,0.052,0,0.002,0,0.007,0,0.023,0.265,0,0,0,0.008,0,0,0,0,0,0,6.165
12-04-15,0.292,0.271,0,0,0,0.178,0.294,0.398,0.217,0.719,0.418,0,0,0,0.055,0.109,0.027,0,0,0,0,0,0.382,0,0,0.038,0.004,0,0,0,0,0.003,0,0,0.003,0.002,0,0,0,0,0.264,0,0,0,0,0,0,0,0,0,0.014,12.479
13-04-15,0.333,0.328,0,2.469,1.365,0.179,0.251,0.453,0.078,0.83,0.107,0,0,0,0.057,0.107,0.03,0,0,0.371,0,0,0.638,0,0,0.18,0.004,0,0,0,0,0.005,0,0,0,0.003,0,0.007,0,0,0.266,0,0,0,0,0,0,0,0,0,0,7.593
14-04-15,0.305,0.36,0,0.502,0,0.331,0.218,0.598,0.082,0.818,0.265,0,0,0,0.063,0.106,0.06,0,0,0,0,0,0.61,0.026,0,0.051,0.004,0,0,0,0,0.006,0,0,0,0.004,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,7.908
15-04-15,0.272,0.365,0,0,1.375,0.234,0.283,0.597,0,0.83,0.327,0,0,0,0.05,0.106,0.035,0,0,0,0,0,0.358,0,0,0.035,0.004,0,0,0,0,0.003,0,0,0.004,0,0,0,0,0.034,0.263,0,0,0,0,0,0,0,0,0,0,7.602
16-04-15,0.343,0.31,0,0,0,0.28,1.287,0.335,0.077,0.813,0.114,0,0,0,0.057,0.119,0.036,0,0,0.363,0,0,0.407,0,0,0.04,0.004,0,0,0,0,0.004,0,0,0.008,0.004,0,0,0,0.032,0.26,0,0,0,0,0,0,0,0,0,0,11.31
17-04-15,0.284,0.333,0,1.086,1.401,0.187,1.32,0.368,0.091,0.73,0.492,0,0,0,0.039,0.121,0,0,0,0,0,0,0.447,0.013,0.013,0.027,0.004,0,0,0,0,0.001,0,0,0,0.005,0,0,0,0,0.265,0,0,0,0,0,0,0,0,0,0,7.627
18-04-15,0.329,0.4,0,0,0,0.479,1.339,0.099,0.17,0.802,0.1,0,0,0,0.121,0.121,0,0,0,0,0,0,0.466,0.032,0,0.091,0.005,0,0,0,0,0.006,0,0,0,0.002,0,0,0,0,0.265,0,0,0,0,0,0,0,0,0,0,12.36
19-04-15,0.457,0.303,0,1.124,1.378,0.427,1.334,0.347,0.364,0.705,0.379,0,0,0,0.144,0.121,0.081,0,0,0,0,0,0.651,0.026,0,0.106,0.004,0,0,0,0,0.002,0,0.051,0.004,0.002,0,0.007,0,0,0.264,0,0,0,0,0,0,0,0,0,0,7.017
20-04-15,0.41,0.376,0.004,0,0,0.07,0.097,0.411,0.19,0.77,0.144,0.522,0,0,0.017,0.117,0.031,0,0.043,0,0,0,0.208,0.009,0,0.012,0.004,0,0,0,0,0.002,0,0,0,0.004,0,0,0,0,0.273,0,0,0,0,0,0,0,0,0,0.036,7.904
21-04-15,0.318,0.362,0,0.669,1.237,0.466,0.305,0.24,0,0.791,0.222,0.052,0,0,0.09,0.113,0.071,0,0.021,0,0,0,0.6,0.036,0,0.071,0.005,0,0,0,0,0.004,0,0,0,0.002,0,0.013,0,0,0.27,0,0,0,0,0,0,0,0,0,0.009,9.741
22-04-15,0.273,0.314,0,1.125,0.16,0.248,0.449,0.314,0.269,0.771,0.143,0.026,0,0,0.051,0.111,0.027,0,0.005,0.006,0,0,0.501,0,0,0.036,0.004,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0.266,0,0,0.004,0,0,0,0.003,0,0,0,7.788
23-04-15,0.518,0.293,0.001,0,1.313,0.191,0.269,0.346,0.114,0.713,0.26,0.044,0,0,0.035,0.111,0.014,0,0.001,0,0,0,0.399,0,0,0.028,0.003,0,0,0,0,0.007,0,0,0,0.003,0,0,0,0,0.267,0,0,0,0,0,0,0.008,0,0,0.038,7.818
