Date,boiler,solar_thermal_pump,laptop,washing_machine,dishwasher,tv,kitchen_lights,htpc,kettle,toaster,fridge,microwave,lcd_office,hifi_office,breadmaker,amp_livingroom,adsl_router,livingroom_s_lamp,soldering_iron,gigE_&_USBhub,hoover,kitchen_dt_lamp,bedroom_ds_lamp,lighting_circuit,livingroom_s_lamp2,iPad_charger,subwoofer_livingroom,livingroom_lamp_tv,DAB_radio_livingroom,kitchen_lamp2,kitchen_phone&stereo,utilityrm_lamp,samsung_charger,bedroom_d_lamp,coffee_machine,kitchen_radio,bedroom_chargers,hair_dryer,straighteners,iron,gas_oven,data_logger_pc,childs_table_lamp,childs_ds_lamp,baby_monitor_tx,battery_charger,office_lamp1,office_lamp2,office_lamp3,office_pc,office_ds_fan,LED_printer,Holiday,Average_Temp_in_Celsius,Average_Humidity_in_percentage,Average_WindSpeed_in_KMperH,Total_power_mainMeter
28-03-15,1.084,1.358,0,0.511,1.454,0.377,9.856,0.29,0.458,0.136,0.822,0.214,0,0,0,0.134,0.108,0.197,0,0,0.231,0,0,11.725,0.096,0,0.093,0.005,0,0,0,0,0.002,0,0.066,0,0,0,0.016,0.065,0.016,0.264,0,0,0,0,0,0,0,0,0,0,0,10,79,24,11.07
29-03-15,0.795,1.192,0,1.593,1.463,0.214,7.521,0.174,0.451,0.151,0.863,0.352,0,0,0,0.096,0.105,0.036,0,0,0.124,0,0,7.63,0.007,0,0.099,0.004,0,0,0,0,0.011,0,0.056,0,0.006,0,0,0,0.041,0.266,0.002,0,0,0,0,0,0,0,0,0,1,11,72,31,10.923
30-03-15,0.892,2.454,0.001,0,0,0.397,3.345,0.274,0.532,0.042,0.8,0.276,0.117,0,0,0.14,0.105,0.057,0,0.025,0,0,0,3.506,0.029,0,0.058,0.004,0,0,0,0,0.005,0,0,0.007,0.004,0,0,0,0,0.267,0,0,0,0,0.032,0.028,0.019,0,0,0,0,8,60,23,7.05
31-03-15,0.629,2.72,0,1.141,1.403,0.21,3.182,0.287,0.461,0.161,0.836,0.339,0.384,0,0,0.048,0.112,0.002,0,0.066,0,0,0,4.332,0.016,0,0.032,0.005,0,0,0,0,0.003,0,0,0,0.002,0,0,0,0.012,0.273,0,0,0,0,0,0,0.01,0,0,0.01,0,9,56,42,10.6
01-04-15,0.772,2.631,0,0.694,1.406,0,7.718,0.18,0.367,0.243,0.728,0.12,0.234,0,0,0,0.11,0.057,0,0.03,0,0,0,6.35,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.02,0.269,0,0.001,0,0,0,0.031,0,0,0,0,1,7,56,8,8.921
02-04-15,0,2.994,0,0,0,0,0.734,0.11,0,0,0.669,0,0,0,0,0,0.097,0.149,0,0,0.411,0,0,0.855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273,0,0,0,0,0,0.117,0,0,0,0,0,8,70,16,4.323
03-04-15,0,0.182,0,0,0,0,0,0.081,0,0.005,0.539,0,0,0,0,0,0.102,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276,0,0.001,0,0,0,0.117,0,0,0,0,0,8,87,21,3.29
04-04-15,0,0.837,0,0,0,0,0,0.065,0,0,0.632,0,0,0,0,0,0.106,0.147,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276,0,0,0,0,0,0.115,0,0,0,0,0,7,82,13,3.393
05-04-15,0,2.508,0,0,0,0,0,0.222,0,0,0.573,0,0,0,0,0,0.117,0.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.281,0,0,0,0,0,0.118,0,0,0,0,1,7,75,23,3.742
06-04-15,0.217,2.466,0,0,0,0,0.258,0.132,0,0,0.569,0.019,0,0,0,0,0.115,0.137,0,0,0,0,0,0.234,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0.279,0,0,0,0,0,0.115,0,0,0,0,0,7,78,11,3.678
07-04-15,0.904,2.874,0,2.032,0,0.308,4.14,0.228,0.375,0.149,0.724,0.306,0.002,0,0,0.152,0.112,0.008,0,0,0,0,0,3.594,0,0,0.114,0.004,0,0,0,0.002,0.006,0,0,0,0.008,0,0.006,0,0.028,0.27,0,0.002,0,0,0,0,0,0.016,0,0.022,0,7,76,16,9.816
08-04-15,0.387,2.744,0.001,1.356,0,0.44,4.933,0.305,0.4,0.159,0.801,0.326,0,0,0,0.101,0.121,0.041,0,0.012,0,0,0,4.048,0.018,0,0.2,0.005,0,0,0,0,0.006,0,0.064,0,0.004,0,0,0,0,0.281,0,0.001,0,0,0.004,0,0,0,0,0.032,0,9,80,23,9.219
09-04-15,0.7,3.311,0,0,1.437,0.138,2.647,0.358,0.133,0.082,0.757,0.34,0,0,0,0.031,0.115,0.018,0,0,0,0,0,2.79,0.003,0,0.021,0.004,0,0,0,0,0.006,0,0.006,0,0.004,0.064,0.005,0,0.013,0.264,0,0,0,0,0,0,0,0,0,0,0,8,87,11,6.635
10-04-15,0.205,3.29,0,0.557,0,0.209,7.106,0.582,0.48,0.149,0.895,0.278,0,0,0,0.047,0.116,0.018,0,0,0.624,0,0,6.381,0,0,0.032,0.004,0,0,0,0,0,0,0,0,0.002,0,0,0,0.033,0.265,0.001,0,0,0,0,0,0,0,0,0,1,8,75,8,9.327
11-04-15,0.734,2.693,0,0.527,1.472,0.239,8.615,0.448,0.607,0.215,0.968,0.205,0,0,0,0.149,0.11,0.051,0,0,0,0,0,10.525,0.015,0,0.133,0.004,0,0,0,0,0.01,0.016,0.052,0,0.002,0,0.007,0,0.023,0.265,0,0,0,0.008,0,0,0,0,0,0,0,10,56,6,11.115
12-04-15,0.369,2.707,0,0,0,0.178,4.495,0.294,0.398,0.217,0.719,0.418,0,0,0,0.055,0.109,0.027,0,0,0,0,0,3.644,0,0,0.038,0.004,0,0,0,0,0.003,0,0,0.003,0.002,0,0,0,0,0.264,0,0,0,0,0,0,0,0,0,0.014,0,10,61,24,6.165
13-04-15,0.481,3.279,0,2.469,1.365,0.179,6.397,0.251,0.453,0.078,0.83,0.107,0,0,0,0.057,0.107,0.03,0,0,0.371,0,0,5.882,0,0,0.18,0.004,0,0,0,0,0.005,0,0,0,0.003,0,0.007,0,0,0.266,0,0,0,0,0,0,0,0,0,0,0,9,73,8,12.479
14-04-15,0.374,3.598,0,0.502,0,0.331,4.837,0.218,0.598,0.082,0.818,0.265,0,0,0,0.063,0.106,0.06,0,0,0,0,0,4.948,0.026,0,0.051,0.004,0,0,0,0,0.006,0,0,0,0.004,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,14,61,14,7.593
15-04-15,0.197,3.649,0,0,1.375,0.234,3.119,0.283,0.597,0,0.83,0.327,0,0,0,0.05,0.106,0.035,0,0,0,0,0,3.198,0,0,0.035,0.004,0,0,0,0,0.003,0,0,0.004,0,0,0,0,0.034,0.263,0,0,0,0,0,0,0,0,0,0,0,17,55,13,7.908
16-04-15,0.6,3.096,0,0,0,0.28,3.952,1.287,0.335,0.077,0.813,0.114,0,0,0,0.057,0.119,0.036,0,0,0.363,0,0,3.422,0,0,0.04,0.004,0,0,0,0,0.004,0,0,0.008,0.004,0,0,0,0.032,0.26,0,0,0,0,0,0,0,0,0,0,0,9,74,14,7.602
17-04-15,0.265,3.326,0,1.086,1.401,0.187,4.583,1.32,0.368,0.091,0.73,0.492,0,0,0,0.039,0.121,0,0,0,0,0,0,4.249,0.013,0.013,0.027,0.004,0,0,0,0,0.001,0,0,0,0.005,0,0,0,0,0.265,0,0,0,0,0,0,0,0,0,0,0,9,69,21,11.31
18-04-15,0.572,4.001,0,0,0,0.479,3.344,1.339,0.099,0.17,0.802,0.1,0,0,0,0.121,0.121,0,0,0,0,0,0,3.026,0.032,0,0.091,0.005,0,0,0,0,0.006,0,0,0,0.002,0,0,0,0,0.265,0,0,0,0,0,0,0,0,0,0,0,8,73,19,7.627
19-04-15,1.175,3.026,0,1.124,1.378,0.427,4.595,1.334,0.347,0.364,0.705,0.379,0,0,0,0.144,0.121,0.081,0,0,0,0,0,5.943,0.026,0,0.106,0.004,0,0,0,0,0.002,0,0.051,0.004,0.002,0,0.007,0,0,0.264,0,0,0,0,0,0,0,0,0,0,1,7,70,10,12.36
20-04-15,0.793,3.759,0.004,0,0,0.07,2.117,0.097,0.411,0.19,0.77,0.144,0.522,0,0,0.017,0.117,0.031,0,0.043,0,0,0,1.87,0.009,0,0.012,0.004,0,0,0,0,0.002,0,0,0,0.004,0,0,0,0,0.273,0,0,0,0,0,0,0,0,0,0.036,0,8,69,13,7.017
21-04-15,0.363,3.623,0,0.669,1.237,0.466,3.342,0.305,0.24,0,0.791,0.222,0.052,0,0,0.09,0.113,0.071,0,0.021,0,0,0,3.818,0.036,0,0.071,0.005,0,0,0,0,0.004,0,0,0,0.002,0,0.013,0,0,0.27,0,0,0,0,0,0,0,0,0,0.009,0,9,70,13,7.904
22-04-15,0.198,3.142,0,1.125,0.16,0.248,5.789,0.449,0.314,0.269,0.771,0.143,0.026,0,0,0.051,0.111,0.027,0,0.005,0.006,0,0,4.958,0,0,0.036,0.004,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0.266,0,0,0.004,0,0,0,0.003,0,0,0,0,8,78,16,9.741
23-04-15,0.55,2.928,0.001,0,1.313,0.191,3.469,0.269,0.346,0.114,0.713,0.26,0.044,0,0,0.035,0.111,0.014,0,0.001,0,0,0,3.466,0,0,0.028,0.003,0,0,0,0,0.007,0,0,0,0.003,0,0,0,0,0.267,0,0,0,0,0,0,0.008,0,0,0.038,0,8,75,11,7.788
24-04-15,0.21,2.773,0,0.921,0,0.351,3.389,0.36,0.274,0.157,0.876,0.132,0.039,0,0,0.096,0.113,0.017,0,0.001,0,0,0,3.155,0.013,0,0.06,0.004,0,0,0,0.002,0.003,0,0,0,0.004,0,0,0,0,0.27,0,0,0,0,0,0,0.008,0,0,0,0,10,66,13,7.818
25-04-15,0.26,3.08,0,0.508,0,0.173,3.004,0.117,0.134,0.161,0.735,0.36,0.042,0,0,0.038,0.119,0.037,0,0.004,0,0,0,5.434,0,0,0.026,0.005,0,0,0,0,0.003,0.009,0.04,0.013,0.006,0.007,0.009,0,0,0.276,0,0,0,0,0,0,0,0,0,0,0,14,72,21,7.252
26-04-15,0.369,1.363,0,0,0.531,0.189,3.509,0.144,0.188,0.082,0.834,0.138,0.051,0,0,0.128,0.129,0.007,0,0,0,0,0,6.671,0,0,0.097,0.005,0,0,0,0,0.003,0,0,0,0.002,0,0,0,0,0.283,0,0,0,0,0,0,0,0.067,0,0,1,7,88,11,6.443
27-04-15,0.846,3.175,0,1.371,0.861,0.195,3.086,0.256,0.173,0.159,0.837,0.667,0.01,0,0,0.042,0.117,0.004,0,0,0,0,0,3.476,0.012,0,0.136,0,0,0,0,0,0,0,0,0,0.005,0,0.007,0,0,0.272,0,0,0,0,0,0,0.001,0,0,0,0,7,70,11,10.392
28-04-15,0.478,3.762,0.014,0.632,0,0.255,3.118,0.574,0.403,0.082,0.686,0.287,0.033,0,0,0.051,0.111,0,0,0.001,0,0,0,2.609,0.002,0,0.041,0,0,0,0,0,0.004,0,0,0.005,0.005,0,0,0,0,0.267,0,0.001,0,0,0,0,0,0,0,0,0,8,51,19,7.405
29-04-15,0.63,2.758,0,0.515,1.356,0.161,3.809,0.153,0.247,0.142,0.785,0.202,0.567,0,0,0.035,0.118,0,0,0.012,0,0,0,4.664,0,0,0.026,0.004,0,0,0,0,0.003,0.002,0,0,0.004,0,0,0,0,0.275,0,0,0,0,0,0,0,0,0,0,0,8,74,23,9.337
30-04-15,0.586,3.924,0,0.471,1.372,0.116,5.513,0.107,0.321,0.21,0.917,0.105,0.58,0,0,0.031,0.118,0.019,0,0.061,0.003,0,0,4.95,0,0,0.024,0.004,0,0,0,0,0.003,0,0,0,0.005,0,0,0,0.052,0.275,0,0,0,0,0,0,0.035,0,0,0,0,9,62,16,9.793
01-05-15,0.239,1.366,0,1.073,0,0.124,1.815,0.138,0.198,0.198,0.53,0.108,0.051,0,0,0.049,0.074,0.049,0,0.008,0,0,0,1.761,0.024,0,0.034,0.002,0,0,0,0.002,0.004,0,0,0,0.004,0,0,0,0,0.188,0,0,0,0,0,0,0.005,0,0,0,0,7,69,8,5.284
02-05-15,0.766,2.617,0,0,1.415,0.341,4.334,0.229,0.359,0.284,0.817,0.605,0,0,0,0.076,0.118,0.001,0,0,0,0,0,4.976,0,0,0.063,0,0,0,0,0,0.004,0,0,0.016,0.004,0.046,0.005,0,0.046,0.275,0,0,0,0,0,0,0,0,0,0,0,7,76,16,8.862
03-05-15,0.673,3.339,0,1.336,1.376,0.264,4.844,0.171,0.481,0.37,0.756,0.343,0,0,0,0.113,0.117,0,0,0,0,0,0,5.35,0,0,0.08,0.004,0,0,0.001,0,0.004,0.004,0,0,0.004,0,0,0,0.017,0.28,0,0,0,0,0,0,0,0,0,0,0,14,78,11,10.633
04-05-15,0.171,3.183,0,0.475,0,0.167,4.427,0.265,0.512,0.073,0.806,0.283,0.03,0,0,0.049,0.119,0.022,0,0.002,0,0,0,3.839,0,0,0.099,0.004,0,0,0,0,0.003,0,0,0,0.002,0,0.003,0,0,0.282,0,0,0,0,0,0,0.036,0,0,0.051,1,14,70,5,7.387
05-05-15,0.277,3.551,0,0.541,0,0.08,4.073,0.044,0.438,0.272,0.818,0.195,0.04,0,0,0.014,0.114,0,0,0.003,0.302,0,0,4.977,0,0,0.01,0,0,0,0,0,0,0.001,0,0,0.002,0,0.008,0,0.025,0.303,0,0,0,0,0,0.009,0,0,0,0.003,0,13,68,31,7.13
06-05-15,0.226,2.86,0,0.529,1.396,0.002,7.337,0.002,0.256,0,0.904,0.1,0.053,0,0,0.161,0.114,0,0,0.012,0,0,0,7.107,0,0,0.141,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0.026,0.306,0,0,0,0,0.011,0.014,0.008,0,0,0,0,12,71,10,8.274
07-05-15,0.181,2.52,0,0,0,0.061,8.485,0.207,0.318,0.162,0.799,0.213,0.04,0,0,0.357,0.116,0.016,0,0.008,0,0,0,7.726,0,0,0.111,0.003,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0.303,0,0.004,0,0,0,0,0.006,0,0,0,1,13,62,10,6.395
08-05-15,0.289,2.002,0,0.52,0,0.282,7.716,0.294,0.305,0.405,0.791,0.112,0.027,0,0,0.059,0.116,0.022,0,0.005,0,0,0,9.037,0,0,0.04,0.004,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0.277,0,0,0,0,0,0,0.005,0,0,0,0,12,75,13,7.073
09-05-15,0.222,3.143,0,0.959,1.34,0.002,2.317,0.246,0.305,0.084,0.781,0.299,0.042,0,0,0,0.118,0,0,0,0,0,0,2.119,0,0,0,0,0,0,0,0.009,0.005,0,0,0,0,0,0,0,0,0.279,0,0,0,0,0,0.012,0.007,0,0,0,0,14,62,11,8.69
10-05-15,0.141,3.388,0,0.572,0,0.138,2.35,0.232,0.384,0.215,0.822,0.3,0,0,0,0.031,0.117,0.026,0,0,0,0,0,2.116,0,0,0.022,0,0,0,0,0,0.005,0,0,0,0.005,0,0.006,0,0.011,0.278,0,0.001,0,0,0,0,0,0,0,0,0,11,70,18,6.593
11-05-15,0.184,3.364,0,0,0,0.129,5.806,0.115,0.463,0,0.83,0.232,0.034,0,0,0.027,0.116,0.02,0,0,0,0,0,5.521,0,0,0.019,0.003,0,0,0,0,0.005,0,0,0,0.004,0,0.005,0,0,0.278,0,0,0,0,0,0,0.005,0,0,0,0,16,68,16,5.502
12-05-15,0.209,3.479,0,0.446,1.346,0.067,1.483,0.117,0.162,0.159,0.851,0.12,0.222,0,0,0.014,0.118,0.011,0,0.003,0,0,0,1.461,0.005,0,0.009,0,0,0,0,0.001,0.005,0,0,0,0.008,0,0.005,0,0,0.279,0.001,0,0,0,0,0.015,0.015,0,0,0.003,0,14,54,42,7.915
13-05-15,0.151,3.571,0,0.451,0,0.202,6.522,0.171,0.107,0.076,0.794,0.268,0.018,0,0,0.035,0.117,0.025,0,0,0,0,0,5.581,0,0,0.027,0.004,0,0,0,0,0.004,0.001,0,0,0.004,0,0.003,0,0.063,0.276,0,0,0,0,0,0,0.003,0,0,0.003,0,11,63,10,6.43
14-05-15,0.758,0.097,0,0,0,0.223,4.684,0.255,0.165,0.234,0.781,0.32,0.067,0,0,0.039,0.114,0.06,0,0.016,0.591,0,0,5.749,0,0,0.03,0.006,0,0,0,0.024,0.005,0,0,0,0.005,0,0.003,0,0.014,0.274,0,0,0,0,0,0.008,0.015,0,0,0,0,8,84,16,6.724
15-05-15,0.557,3.883,0,0.904,1.338,0.182,3.108,0.29,0.32,0.075,0.787,0.192,0,0,0,0.037,0.117,0.028,0,0,0,0,0,2.49,0,0,0.027,0.004,0,0,0,0,0.004,0,0,0,0.002,0,0.007,0,0,0.274,0,0,0,0,0,0,0,0,0,0,0,11,69,14,9.003
16-05-15,0.152,3.522,0,1.59,1.36,0.156,4.469,1.355,0.389,0.3,0.972,0.613,0.444,0,0,0.202,0.124,0,0,0.057,0,0,0,3.729,0,0.021,0.146,0.003,0,0,0,0,0.002,0,0,0,0.002,0,0,0,0.017,0.283,0,0,0,0.005,0,0,0,0,0,0,0,14,63,18,13.077
17-05-15,0.156,3.351,0,0.517,0,0.149,5.2,1.277,0.558,0.134,0.814,0.262,0.016,0,0,0.028,0.119,0.025,0,0.002,0,0,0,4.353,0,0,0.056,0.004,0,0,0,0,0,0,0.053,0,0.003,0.003,0.005,0,0.028,0.272,0,0,0,0,0,0,0,0,0,0,1,11,55,14,8.595
18-05-15,0.332,2.743,0,0.498,0,0.075,13.317,1.304,0.407,0.228,0.854,0.265,0.07,0,0,0.016,0.12,0.012,0,0.014,0.04,0,0,11.107,0,0.006,0.285,0.003,0,0,0,0,0.004,0,0,0,0.004,0,0.01,0,0.019,0.273,0,0,0,0,0,0.013,0.007,0,0,0,0,12,66,24,9.053
19-05-15,0.381,2.61,0,0,1.353,0.181,3.025,1.321,0.374,0.141,0.753,0.117,0.03,0,0,0.028,0.121,0.029,0,0.007,0,0,0,5.969,0,0,0.03,0.004,0,0,0,0,0.005,0,0,0.015,0.006,0,0,0,0,0.273,0,0,0,0,0,0,0.005,0,0,0,0,10,67,23,7.982
20-05-15,0.486,3.367,0,0.436,1.293,0.189,5.333,1.373,0.474,0.068,0.881,0.339,0,0,0,0.038,0.121,0.027,0,0,0,0,0,5.429,0,0,0.028,0.004,0,0,0,0,0.006,0,0,0,0.002,0,0,0,0.038,0.273,0,0,0,0,0,0,0.004,0,0,0.04,0,10,68,16,10.765
21-05-15,0.172,3.963,0,0.45,0,0.167,5.52,1.291,0.398,0.204,0.863,0.126,0.046,0,0,0.031,0.119,0.036,0,0.008,0,0,0,4.864,0,0,0.023,0.004,0,0,0,0,0.005,0,0,0,0.005,0,0.009,0,0.056,0.269,0,0,0,0,0,0,0.006,0,0,0,0,12,58,11,8.224
22-05-15,0.164,3.32,0.002,0.963,1.137,0.376,3.914,1.15,0.241,0.149,0.751,0.221,0.007,0,0,0.093,0.119,0,0,0.002,0,0,0,3.276,0,0,0.078,0,0,0,0,0.001,0.003,0,0,0,0.003,0.03,0.001,0,0.007,0.27,0,0,0,0.003,0,0,0.001,0,0,0,0,14,65,10,7.862
23-05-15,0.106,2.244,0,0,0.183,0,2.788,0.002,0.071,0.074,0.771,0.009,0,0,0,0,0.115,0.091,0,0,0,0,0,6.897,0,0,0,0,0,0,0,0,0.006,0,0.063,0,0.002,0.026,0.005,0,0,0.271,0,0.046,0,0,0,0.061,0,0,0,0,0,12,74,13,7.108
24-05-15,0,2.299,0,0,0,0,0,0.002,0,0,0.759,0,0,0,0,0,0.117,0.143,0,0,0,0,0,9.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277,0,0.082,0,0,0,0.113,0,0,0,0,1,12,73,8,4.49
25-05-15,0,2.043,0,0,0,0,0,0.002,0,0,0.687,0,0,0,0,0,0.118,0.142,0,0,0,0,0,9.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0,0.082,0,0.001,0,0.113,0,0,0,0,1,12,65,11,4.406
26-05-15,0,2.792,0,0,0,0,0,0.003,0,0,0.758,0,0,0,0,0,0.118,0.144,0,0,0,0,0,8.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0.086,0.001,0,0,0.113,0,0,0,0,0,13,64,10,4.543
27-05-15,0,2.049,0,0,0,0,0,0.002,0,0.004,0.717,0,0,0,0,0,0.117,0.143,0,0,0,0,0,8.923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277,0,0.086,0,0,0,0.113,0,0,0,0,0,13,60,14,4.38
28-05-15,0,3.126,0,0,0,0,1.206,0.217,0,0,0.739,0,0,0,0,0,0.118,0.143,0,0,0.583,0,0,9.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0,0.088,0,0,0,0.113,0,0,0,0,0,14,49,19,5.623
29-05-15,0,1.059,0,0,0,0,0,0.061,0,0,0.705,0,0,0,0,0,0.117,0.141,0,0,0,0,0,9.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274,0,0.087,0,0,0,0.112,0,0,0,0,0,11,67,18,4.381
30-05-15,0,2.905,0,0,0,0,0,0.003,0,0,0.648,0,0,0,0,0,0.117,0.142,0,0,0,0,0,9.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275,0,0.087,0,0,0,0.112,0,0,0,0,0,11,58,16,4.446
31-05-15,0.279,0.204,0,0.376,0,0.183,2.017,0.11,0.128,0,0.748,0.285,0,0,0,0.033,0.118,0.112,0,0,0,0,0,8.135,0,0,0.025,0,0,0,0,0,0.004,0,0,0,0.005,0,0,0,0,0.276,0,0.054,0,0,0,0.095,0,0,0,0,1,12,74,23,6.033
01-06-15,0.212,2.747,0.003,0.939,0,0.217,5.403,0.144,0.292,0.073,0.793,0.054,0.278,0,0,0.039,0.119,0,0,0.032,0,0,0,5.398,0.011,0,0.059,0.003,0,0,0,0,0.005,0,0.055,0,0.005,0,0.013,0,0,0.279,0,0.012,0,0,0.006,0.01,0.008,0,0,0.001,0,11,63,16,7.795
02-06-15,0.203,1.993,0,0,1.354,0.165,3.284,0.083,0.352,0.165,0.793,0.113,0.181,0,0,0.034,0.118,0.028,0,0.04,0,0,0,2.881,0,0,0.212,0.004,0,0,0,0,0.006,0.015,0,0,0.004,0,0.006,0,0.019,0.279,0,0,0,0,0.04,0.032,0.03,0,0,0.01,0,14,75,23,7.126
03-06-15,0.236,4.208,0,0.501,0,0.1,10.795,0.072,0.346,0.204,1.312,0.147,0.035,0,0,0.022,0.118,0,0,0.007,0.083,0,0,8.824,0,0,0.016,0,0,0,0,0,0.006,0,0.004,0,0.006,0,0.011,0,0.036,0.286,0,0,0,0,0,0,0.064,0,0,0,0,14,57,18,8.677
04-06-15,0.156,3.88,0,0.514,1.332,0.135,10.513,0.236,0.163,0.122,1.093,0.117,0,0,0,0.027,0.11,0,0,0,0,0,0,9.413,0,0,0.022,0,0,0,0,0,0.005,0.002,0,0,0.004,0,0,0,0.016,0.27,0,0,0,0,0,0,0,0,0,0,0,12,67,10,8.811
05-06-15,0.122,3.1,0,0.705,0,0.255,4.034,0.247,0.202,0.283,0.935,0.351,0,0,0,0.039,0.109,0,0,0,0.065,0,0,3.83,0.014,0,0.041,0,0,0,0,0,0.005,0,0,0.011,0.002,0.014,0,0,0.021,0.273,0.002,0,0,0,0,0,0,0,0,0,0,18,64,39,7.247
06-06-15,0.161,4.214,0,0.48,0,0.215,2.957,0.293,0.174,0.217,0.816,0.077,0,0,0,0.128,0.11,0,0,0,0,0,0,2.499,0,0,0.109,0,0,0,0,0,0.005,0,0.068,0,0.002,0,0.01,0,0,0.269,0,0,0,0,0,0,0,0,0,0,0,14,48,21,7.033
07-06-15,0.14,3.888,0,0.44,1.394,0.164,3.749,0.092,0.215,0.281,0.899,0.173,0.017,0,0,0.03,0.117,7.616,0,0.002,0,0,0,3.198,0,0,0.022,0.004,0,0,0,0,0.004,0,0.063,0,0.003,0,0,0,0.033,0.283,0,0.003,0,0,0,0,0,0.08,0,0.077,0,14,59,16,17.428
08-06-15,0.155,2.952,0,0.429,0,0,4.328,0.074,0.224,0,0.948,0.074,0.141,0,0,0,0.109,0,0,0.033,0,0,0,4.562,0,0,0,0,0,0,0,0,0.004,0,0,0,0.003,0,0.01,0,0.025,0.271,0,0.004,0,0,0,0,0.011,0.655,0,0.036,0,12,69,13,6.894
09-06-15,0.217,3.559,0,0.563,1.324,0.129,4.591,0.141,0.488,0.286,0.875,0.12,0.214,0,0,0.025,0.121,0,0,0.082,0,0.001,0,4.475,0,0,0.018,0.004,0,0,0,0,0.004,0,0,0,0.03,0,0,0,0,0.283,0,0,0,0,0,0,0,0,0,0.005,1,10,62,10,9.188
10-06-15,0.237,3.773,0,0,0,0.323,8.298,0.206,0.095,0.345,0.741,0.044,0,0,0,0.061,0.111,0.018,0,0,0,0,0,8.493,0,0,0.047,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0.051,0.271,0,0,0,0,0,0,0,0,0,0,0,12,66,14,5.94
11-06-15,0.155,3.293,0,0.412,0,0,4.58,0.003,0.183,0.242,0.806,0.107,0,0,0,0,0.107,0,0,0,0.6,0,0,3.845,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0.024,0.269,0,0.043,0,0,0,0,0,0,0,0,0,14,69,23,6.366
12-06-15,0.157,2.399,0,0,0,0.221,5.021,0.276,0.338,0.13,0.987,0.034,0.163,0,0,0.042,0.115,0.032,0,0.062,0,0,0,4.986,0,0,0.032,0.004,0,0,0,0,0.005,0,0,0,0,0,0,0,0.041,0.278,0,0,0,0,0,0.009,0.003,0,0,0.007,1,16,75,34,6.249
13-06-15,0.237,1.787,0,0,1.284,0.112,3.232,0.104,0.373,0.07,0.927,0.068,0,0,0,0.022,0.105,0.055,0,0,0,0,0,3.857,0.033,0,0.054,0.004,0,0,0,0,0.002,0,0.077,0,0,0,0,0.067,0.022,0.273,0,0,0,0,0,0,0,0,0,0,0,17,80,14,7.325
14-06-15,0.264,1.46,0,0.865,1.334,0.205,6.292,0.184,0.367,0.195,0.848,0.376,0,0,0,0.044,0.106,0.017,0,0,0,0,0,5.893,0,0,0.288,0.003,0,0,0,0,0.001,0,0,0,0.006,0,0,0,0,0.27,0.001,0.016,0,0,0,0,0,0,0,0,1,14,78,10,9.597
15-06-15,0.24,2.847,0,0.506,0,0.14,5.883,0.172,0.283,0.295,0.872,0.378,0.416,0,0,0.029,0.113,0.013,0,0.081,0,0,0,4.973,0,0,0.021,0.003,0,0,0,0,0.003,0,0,0,0.005,0,0.016,0,0.041,0.281,0,0.001,0,0,0,0,0,0,0,0.018,0,12,65,16,7.734
16-06-15,0.159,3.057,0,0.846,0,0.13,4.993,0.178,0.177,0.141,0.867,0.169,0.083,0,0,0.023,0.111,0.018,0,0.029,0,0,0,4.386,0,0,0.018,0.003,0,0,0,0.001,0.006,0,0,0,0.005,0,0,0,0,0.275,0,0,0,0,0,0,0,0,0,0,0,13,66,8,7.053
17-06-15,0.164,3.34,0,0.397,1.306,0.196,4.118,0.26,0.176,0.152,0.887,0.107,0.046,0,0,0.036,0.109,0.017,0,0.009,0,0,0,4.224,0,0,0.031,0.003,0,0,0,0,0.007,0,0,0,0.006,0,0.012,0,0,0.274,0,0,0,0,0,0,0,0,0,0.012,0,19,63,18,7.74
