,boiler,solar_thermal_pump,laptop,washing_machine,dishwasher,tv,htpc,kettle,toaster,fridge,microwave,lcd_office,hifi_office,breadmaker,amp_livingroom,adsl_router,livingroom_s_lamp,soldering_iron,gigE_&_USBhub,hoover,kitchen_dt_lamp,bedroom_ds_lamp,lighting_circuit,livingroom_s_lamp2,iPad_charger,subwoofer_livingroom,livingroom_lamp_tv,DAB_radio_livingroom,kitchen_lamp2,kitchen_phone&stereo,utilityrm_lamp,samsung_charger,bedroom_d_lamp,coffee_machine,kitchen_radio,bedroom_chargers,hair_dryer,straighteners,iron,gas_oven,data_logger_pc,childs_table_lamp,childs_ds_lamp,baby_monitor_tx,battery_charger,office_lamp1,office_lamp2,office_lamp3,office_pc,office_ds_fan,LED_printer,Holiday,Average_Temp_in_Celsius,Average_Humidity_in_percentage,Average_WindSpeed_in_KMperH,Total_power_mainMeter
1424649600,0.623,0.17,0,2.125,1.541,0.287,0.342,0.564,0.179,0.734,0.128,0.331,0,0,0.069,0.12,0.033,0,0.041,0,0,0,0.643,0.013,0,0.05,0.004,0,0.057,0,0.001,0.002,0.012,0.086,0,0.003,0,0,0,0,0.276,0,0,0,0,0,0,0.009,0,0,0,0,7,62,26,8.358
1424736000,0.528,0.146,0,0.701,0,0.262,0.401,0.455,0.133,0.787,0.398,0.121,0,0,0.062,0.111,0.094,0,0.017,0,0,0,0.737,0.024,0,0.063,0,0,0,0,0,0.002,0,0,0,0.002,0,0,0,0,0.268,0,0,0,0,0.003,0.003,0.032,0,0,0.027,0,8,78,13,8.048
1424822400,0.466,0.163,0,0,0,0.335,0.39,0.555,0,0.75,0.433,0.292,0,0,0.068,0.112,0.29,0,0.013,0,0,0,0.896,0.02,0,0.049,0.003,0,0.038,0,0,0,0,0,0,0.004,0,0,0,0.049,0.267,0,0,0,0,0,0.002,0.03,0,0,0,0,7,81,19,10.933
1424908800,0.462,0.055,0,2.239,0,0.448,0.356,0.316,0.228,0.918,0.536,0.113,0,0,0.081,0.121,0.026,0,0.01,0,0,0,0.567,0.021,0,0.064,0.003,0,0,0,0,0.008,0,0,0,0.003,0.003,0.008,0,0.007,0.281,0,0,0,0,0,0,0.007,0,0,0.028,0,4,68,13,8.506
1424995200,0.465,0.222,0,0,1.53,0.398,0.308,0.441,0.223,0.722,0.218,0.032,0,0,0.087,0.106,0,0,0.001,0,0,0,0.42,0.031,0,0,0.003,0,0.026,0,0,0,0,0,0,0,0,0,0,0.011,0.264,0,0,0,0,0,0,0.003,0,0,0.005,0,7,84,24,10.255
1425081600,0.54,0.07,0.006,1.329,0,0.285,0.426,0.541,0.305,0.841,0.35,0,0,0,0.076,0.117,0.087,0,0,0.569,0,0,0.681,0.027,0,0.055,0.004,0,0,0,0.003,0.008,0,0,0,0.004,0,0,0,0.043,0.273,0,0,0,0,0,0,0,0,0,0,0,7,65,13,9.575
1425168000,0.432,0.22,0,0.677,1.471,0.289,0.226,0.512,0.082,0.793,0.422,0,0,0,0.053,0.101,0.063,0,0,0.031,0,0,0.487,0.017,0,0.044,0.003,0,0.012,0,0,0.001,0.014,0.002,0.008,0.003,0,0.008,0,0,0.263,0,0,0,0,0,0,0,0,0,0,0,4,58,11,10.492
1425254400,0.51,0.204,0,2.379,0,0.267,0.304,0.478,0.078,0.746,0.245,0.028,0,0,0.052,0.102,0.052,0,0,0,0,0,0.695,0.011,0,0.043,0.003,0,0,0,0.001,0.003,0.004,0,0.003,0.004,0,0,0,0.051,0.268,0,0,0,0.006,0,0.003,0.002,0,0,0,0,6,65,23,10.202
1425340800,0.475,0.218,0,1.362,0,0,0.123,0.239,0.185,0.892,0.123,0.377,0,0,0.01,0.131,0.063,0,0.07,0,0,0,0.893,0.031,0,0.042,0.004,0,0,0,0,0.004,0.037,0,0,0,0.003,0.013,0,0,0.29,0,0,0,0,0.026,0.024,0.029,0,0,0.016,1,6,63,13,9.698
1425427200,0.519,0.154,0,1.97,0,0.194,0.154,0.606,0.09,0.775,0.311,0,0,0,0.042,0.1,0.088,0,0,0,0,0,0.497,0.034,0,0.029,0.004,0,0.097,0,0.004,0.002,0,0,0.001,0.008,0,0,0,0.018,0.264,0.004,0,0,0,0,0,0,0,0,0,1,6,64,23,12.817
1425513600,0.553,0.229,0,1.411,1.47,0.245,0.167,0.591,0.151,0.741,0.288,0.178,0,0,0.055,0.107,0.047,0,0.029,0.596,0,0,0.703,0.03,0,0.039,0.004,0,0.349,0,0.025,0.002,0,0,0.006,0.002,0,0,0,0.037,0.27,0,0,0,0,0.015,0.011,0.033,0,0,0.007,0,8,64,16,8.109
1425600000,0.424,0.275,0,0.926,0,0.296,0.235,0.253,0.146,0.755,0.427,0.009,0,0,0.054,0.106,0,0,0.001,0,0,0,0.743,0.022,0,0.043,0.004,0,0,0,0,0,0,0,0,0.006,0,0.007,0,0.061,0.265,0,0.001,0.001,0,0,0,0,0,0,0,0,11,63,13,7.452
1425686400,0.356,0.245,0,0.575,0,0.082,0.204,0.495,0.171,0.73,0.382,0.094,0,0,0.062,0.112,0.066,0,0,0,0,0,0.519,0,0,0.144,0.004,0,0.078,0,0,0.006,0,0,0.002,0.002,0,0.013,0,0,0.27,0,0,0,0,0,0,0.008,0,0,0,0,9,74,19,7.619
1425772800,0.337,0.136,0,0,1.542,0.278,0.216,0.263,0.098,0.788,0.366,0,0,0,0.056,0.106,0.041,0,0,0,0,0,0.447,0.006,0,0.039,0.004,0,0.061,0,0,0.002,0.02,0,0.004,0.011,0,0,0,0,0.265,0,0,0,0,0,0,0,0,0,0,0,4,83,10,9.144
1425859200,0.404,0.093,0,0.621,0,0.122,0.107,0.617,0.074,0.958,0.239,0.038,0,0,0.026,0.103,0.099,0,0,0.16,0,0,1.511,0.047,0,0.018,0.004,0,0.127,0,0,0,0.003,0,0,0.003,0,0,0,0,0.268,0,0,0,0,0.041,0.034,0.022,0,0,0,0,6,70,6,11.543
1425945600,0.362,0.274,0,0.717,1.459,0.26,0.171,0.458,0.172,0.991,0.176,0.522,0,0,0.05,0.119,0.052,0,0.103,0,0,0,0.796,0.013,0,0.037,0.004,0,0.38,0,0,0.005,0.006,0,0,0.003,0,0.007,0,0.028,0.279,0,0,0,0,0,0,0.026,0,0,0,0,6,71,8,8.624
1426032000,0.483,0.18,0,0,0,0.32,0.442,0.589,0.083,0.9,0.734,0.201,0,0,0.065,0.112,0,0,0.035,0,0,0,0.643,0.041,0,0.06,0.005,0,0.305,0,0,0.001,0,0,0,0.002,0,0,0,0.049,0.266,0,0,0,0,0,0,0.019,0,0,0,0,7,65,23,9.91
1426118400,0.35,0.257,0,1.198,0.818,0.351,0.339,0.499,0.223,0.849,0.268,0.012,0,0,0.108,0.104,0.02,0,0,0,0,0,0.552,0.028,0,0.062,0.004,0,0,0,0,0.005,0.001,0,0,0.003,0,0,0,0.016,0.264,0,0,0,0,0,0,0.003,0,0,0,0,7,73,14,10.707
1426204800,0.404,0.263,0,1.703,0.628,0,0.076,0.551,0.3,0.723,0.304,0.313,0,0,0,0.106,0,0,0.036,0,0,0,0.864,0,0,0,0.006,0,0.089,0,0.002,0.008,0,0,0,0.002,0,0.016,0,0,0.299,0,0.001,0,0.009,0.023,0.02,0.039,0,0,0,0,6,72,18,4.752
1426291200,0.357,0.169,0,0,0,0,0.069,0.165,0.149,0.669,0.099,0.012,0,0,0,0.102,0,0,0.001,0,0,0,0.147,0,0,0,0,0,0.362,0,0,0,0,0,0,0.003,0,0,0,0,0.272,0,0,0,0.007,0,0,0.012,0,0,0,1,6,84,18,3.496
1426377600,0.282,0,0,0,0,0,0.003,0,0,0.558,0,0,0,0,0,0.102,0,0,0,0,0,0,0.042,0,0,0,0,0,0.355,0,0,0,0.004,0,0,0,0,0,0,0,0.253,0.006,0,0,0,0,0,0,0,0,0,0,7,83,11,11.023
1426464000,0.735,0.086,0,1.809,0,0.001,0.074,0.678,0.156,0.883,0.435,0.073,0,0,0.042,0.111,0.063,0,0.029,0,0,0,0.985,0.032,0,0.035,0,0,0.346,0,0,0,0.019,0,0,0,0,0,0,0.067,0.267,0,0,0,0,0.049,0.045,0.03,0,0,0,0,8,84,8,12.525
1426550400,0.537,0.247,0,0,2.795,0.309,0.222,0.7,0.154,0.996,0.215,0.025,0.001,0,0.069,0.107,0.153,0,0.001,0.3,0,0,1.095,0.044,0,0.049,0.005,0,0.268,0,0,0.003,0.015,0,0,0,0,0.004,0,0.029,0.265,0,0,0,0,0,0,0.019,0,0,0,0,6,80,13,11.816
1426636800,0.469,0.278,0,1.299,1.025,0.403,0.264,0.671,0.17,0.768,0.359,0.35,0,0,0.084,0.114,0.078,0,0.04,0,0,0,0.559,0.012,0,0.059,0.005,0,0.374,0,0,0.003,0.005,0,0,0,0,0,0,0.009,0.271,0.001,0,0.001,0,0,0,0.014,0,0,0.018,0,7,80,16,9.287
1426723200,0.631,0.012,0,0,0.478,0.283,0.469,0.388,0.254,0.767,0.253,0.196,0,0,0.058,0.111,0.256,0,0.022,0.246,0,0,0.832,0.013,0,0.041,0.017,0,0.326,0,0,0.003,0.013,0,0,0,0,0.005,0,0.02,0.267,0,0,0,0,0,0,0.02,0,0,0,0,6,82,10,7.769
1426809600,0.608,0.211,0,0,0,0.421,0.577,0.535,0.077,0.742,0.178,0.171,0,0,0.078,0.111,0.049,0,0.026,0,0,0,0.487,0.012,0,0.059,0.004,0,0.156,0,0,0.005,0,0.053,0.007,0,0,0,0,0.044,0.265,0,0,0,0,0.035,0.029,0.02,0,0,0.015,0,6,74,19,11.685
1426896000,0.516,0.136,0,1.299,1.469,0.34,0.317,0.369,0.255,0.717,0.345,0.049,0,0,0.098,0.107,0.075,0,0,0,0,0,0.845,0.009,0,0.162,0.004,0,0,0,0.002,0.005,0.002,0.062,0,0,0.029,0.007,0,0.008,0.263,0,0,0,0.01,0,0,0.004,0,0,0.039,1,4,71,13,11.085
1426982400,0.485,0.261,0,1.319,1.438,0.201,0.29,0.52,0.127,0.774,0.279,0,0,0,0.061,0.106,0.03,0,0,0,0,0,0.687,0.027,0,0.158,0.005,0,0,0,0.002,0.007,0.034,0.061,0,0,0,0,0,0.006,0.262,0,0,0,0,0,0,0,0,0,0,0,6,66,11,7.754
1427068800,0.473,0.263,0,0.736,0,0.073,0.065,0.42,0,0.792,0.162,0,0,0,0.014,0.101,0.052,0,0,0,0,0,0.832,0.025,0.013,0.113,0.005,0,0,0,0,0.003,0.026,0,0,0.002,0,0.005,0,0.019,0.262,0,0,0.001,0,0,0,0,0,0,0,0,6,78,8,11.071
1427155200,0.403,0.203,0,1.229,1.435,0.118,0.112,0.423,0.187,0.793,0.301,0.568,0,0,0.026,0.118,0.041,0,0,0,0,0,0.586,0.02,0,0.018,0.004,0,0,0,0.003,0.002,0.008,0.069,0,0.003,0,0,0,0.034,0.278,0,0,0,0,0.02,0.017,0.04,0,0,0,0,6,71,10,7.558
1427241600,0.524,0.226,0,0.489,0,0.276,0.371,0.405,0.087,0.72,0.208,0,0,0,0.062,0.106,0.03,0,0,0,0,0,0.593,0,0,0.044,0.005,0,0,0,0,0.005,0.009,0,0.011,0.003,0,0.006,0,0.012,0.262,0.001,0,0,0,0,0,0,0,0,0,0,8,70,23,10.103
1427328000,0.464,0.213,0,0.57,1.43,0.23,0.281,0.645,0.257,0.745,0.294,0.089,0,0,0.046,0.105,0.026,0,0.018,0,0,0,0.815,0.029,0,0.034,0.005,0,0,0,0,0.005,0,0,0,0.004,0,0.005,0,0.037,0.266,0.001,0.001,0,0,0.024,0.02,0.015,0,0,0,0,8,60,16,9.86
1427414400,0.377,0.267,0,1.262,0,0.225,0.897,0.643,0.102,0.803,0.101,0.249,0,0,0.05,0.116,0.028,0,0.027,0,0,0,0.71,0.013,0,0.036,0.004,0,0,0,0.002,0.005,0.024,0.049,0.007,0.002,0,0,0,0,0.268,0,0,0,0,0,0,0,0,0,0,0,10,79,24,11.07
1427500800,0.426,0.136,0,0.511,1.454,0.377,0.29,0.458,0.136,0.822,0.214,0,0,0,0.134,0.108,0.197,0,0,0.231,0,0,1.269,0.096,0,0.093,0.005,0,0,0,0,0.002,0,0.066,0,0,0,0.016,0.065,0.016,0.264,0,0,0,0,0,0,0,0,0,0,1,11,72,31,10.923
1427587200,0.361,0.119,0,1.593,1.463,0.214,0.174,0.451,0.151,0.863,0.352,0,0,0,0.096,0.105,0.036,0,0,0.124,0,0,0.813,0.007,0,0.099,0.004,0,0,0,0,0.011,0,0.056,0,0.006,0,0,0,0.041,0.266,0.002,0,0,0,0,0,0,0,0,0,0,8,60,23,7.05
1427673600,0.405,0.245,0.001,0,0,0.397,0.274,0.532,0.042,0.8,0.276,0.117,0,0,0.14,0.105,0.057,0,0.025,0,0,0,0.39,0.029,0,0.058,0.004,0,0,0,0,0.005,0,0,0.007,0.004,0,0,0,0,0.267,0,0,0,0,0.032,0.028,0.019,0,0,0,0,9,56,42,10.6
1427760000,0.368,0.272,0,1.141,1.403,0.21,0.287,0.461,0.161,0.836,0.339,0.384,0,0,0.048,0.112,0.002,0,0.066,0,0,0,0.566,0.016,0,0.032,0.005,0,0,0,0,0.003,0,0,0,0.002,0,0,0,0.012,0.273,0,0,0,0,0,0,0.01,0,0,0.01,1,7,56,8,8.921
1427846400,0.402,0.263,0,0.694,1.406,0,0.18,0.367,0.243,0.728,0.12,0.234,0,0,0,0.11,0.057,0,0.03,0,0,0,0.681,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0.02,0.269,0,0.001,0,0,0,0.031,0,0,0,0,0,8,70,16,4.323
1427932800,0.229,0.299,0,0,0,0,0.11,0,0,0.669,0,0,0,0,0,0.097,0.149,0,0,0.411,0,0,0.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273,0,0,0,0,0,0.117,0,0,0,0,0,8,87,21,3.29
1428019200,0.231,0.018,0,0,0,0,0.081,0,0.005,0.539,0,0,0,0,0,0.102,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276,0,0.001,0,0,0,0.117,0,0,0,0,0,7,82,13,3.393
1428105600,0.229,0.084,0,0,0,0,0.065,0,0,0.632,0,0,0,0,0,0.106,0.147,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276,0,0,0,0,0,0.115,0,0,0,0,1,7,75,23,3.742
1428192000,0.231,0.251,0,0,0,0,0.222,0,0,0.573,0,0,0,0,0,0.117,0.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.281,0,0,0,0,0,0.118,0,0,0,0,0,7,78,11,3.678
1428278400,0.281,0.247,0,0,0,0,0.132,0,0,0.569,0.019,0,0,0,0,0.115,0.137,0,0,0,0,0,0.058,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0.279,0,0,0,0,0,0.115,0,0,0,0,0,7,76,16,9.816
1428364800,0.446,0.288,0,2.032,0,0.308,0.228,0.375,0.149,0.724,0.306,0.002,0,0,0.152,0.112,0.008,0,0,0,0,0,0.391,0,0,0.114,0.004,0,0,0,0.002,0.006,0,0,0,0.008,0,0.006,0,0.028,0.27,0,0.002,0,0,0,0,0,0.016,0,0.022,0,9,80,23,9.219
1428451200,0.289,0.274,0.001,1.356,0,0.44,0.305,0.4,0.159,0.801,0.326,0,0,0,0.101,0.121,0.041,0,0.012,0,0,0,0.475,0.018,0,0.2,0.005,0,0,0,0,0.006,0,0.064,0,0.004,0,0,0,0,0.281,0,0.001,0,0,0.004,0,0,0,0,0.032,0,8,87,11,6.635
1428537600,0.331,0.331,0,0,1.437,0.138,0.358,0.133,0.082,0.757,0.34,0,0,0,0.031,0.115,0.018,0,0,0,0,0,0.348,0.003,0,0.021,0.004,0,0,0,0,0.006,0,0.006,0,0.004,0.064,0.005,0,0.013,0.264,0,0,0,0,0,0,0,0,0,0,1,8,75,8,9.327
1428624000,0.269,0.329,0,0.557,0,0.209,0.582,0.48,0.149,0.895,0.278,0,0,0,0.047,0.116,0.018,0,0,0.624,0,0,0.657,0,0,0.032,0.004,0,0,0,0,0,0,0,0,0.002,0,0,0,0.033,0.265,0.001,0,0,0,0,0,0,0,0,0,0,10,56,6,11.115
1428710400,0.34,0.269,0,0.527,1.472,0.239,0.448,0.607,0.215,0.968,0.205,0,0,0,0.149,0.11,0.051,0,0,0,0,0,1.062,0.015,0,0.133,0.004,0,0,0,0,0.01,0.016,0.052,0,0.002,0,0.007,0,0.023,0.265,0,0,0,0.008,0,0,0,0,0,0,0,10,61,24,6.165
1428796800,0.292,0.271,0,0,0,0.178,0.294,0.398,0.217,0.719,0.418,0,0,0,0.055,0.109,0.027,0,0,0,0,0,0.382,0,0,0.038,0.004,0,0,0,0,0.003,0,0,0.003,0.002,0,0,0,0,0.264,0,0,0,0,0,0,0,0,0,0.014,0,9,73,8,12.479
1428883200,0.333,0.328,0,2.469,1.365,0.179,0.251,0.453,0.078,0.83,0.107,0,0,0,0.057,0.107,0.03,0,0,0.371,0,0,0.638,0,0,0.18,0.004,0,0,0,0,0.005,0,0,0,0.003,0,0.007,0,0,0.266,0,0,0,0,0,0,0,0,0,0,0,14,61,14,7.593
1428969600,0.305,0.36,0,0.502,0,0.331,0.218,0.598,0.082,0.818,0.265,0,0,0,0.063,0.106,0.06,0,0,0,0,0,0.61,0.026,0,0.051,0.004,0,0,0,0,0.006,0,0,0,0.004,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,17,55,13,7.908
1429056000,0.272,0.365,0,0,1.375,0.234,0.283,0.597,0,0.83,0.327,0,0,0,0.05,0.106,0.035,0,0,0,0,0,0.358,0,0,0.035,0.004,0,0,0,0,0.003,0,0,0.004,0,0,0,0,0.034,0.263,0,0,0,0,0,0,0,0,0,0,0,9,74,14,7.602
1429142400,0.343,0.31,0,0,0,0.28,1.287,0.335,0.077,0.813,0.114,0,0,0,0.057,0.119,0.036,0,0,0.363,0,0,0.407,0,0,0.04,0.004,0,0,0,0,0.004,0,0,0.008,0.004,0,0,0,0.032,0.26,0,0,0,0,0,0,0,0,0,0,0,9,69,21,11.31
1429228800,0.284,0.333,0,1.086,1.401,0.187,1.32,0.368,0.091,0.73,0.492,0,0,0,0.039,0.121,0,0,0,0,0,0,0.447,0.013,0.013,0.027,0.004,0,0,0,0,0.001,0,0,0,0.005,0,0,0,0,0.265,0,0,0,0,0,0,0,0,0,0,0,8,73,19,7.627
1429315200,0.329,0.4,0,0,0,0.479,1.339,0.099,0.17,0.802,0.1,0,0,0,0.121,0.121,0,0,0,0,0,0,0.466,0.032,0,0.091,0.005,0,0,0,0,0.006,0,0,0,0.002,0,0,0,0,0.265,0,0,0,0,0,0,0,0,0,0,1,7,70,10,12.36
1429401600,0.457,0.303,0,1.124,1.378,0.427,1.334,0.347,0.364,0.705,0.379,0,0,0,0.144,0.121,0.081,0,0,0,0,0,0.651,0.026,0,0.106,0.004,0,0,0,0,0.002,0,0.051,0.004,0.002,0,0.007,0,0,0.264,0,0,0,0,0,0,0,0,0,0,0,8,69,13,7.017
1429488000,0.41,0.376,0.004,0,0,0.07,0.097,0.411,0.19,0.77,0.144,0.522,0,0,0.017,0.117,0.031,0,0.043,0,0,0,0.208,0.009,0,0.012,0.004,0,0,0,0,0.002,0,0,0,0.004,0,0,0,0,0.273,0,0,0,0,0,0,0,0,0,0.036,0,9,70,13,7.904
1429574400,0.318,0.362,0,0.669,1.237,0.466,0.305,0.24,0,0.791,0.222,0.052,0,0,0.09,0.113,0.071,0,0.021,0,0,0,0.6,0.036,0,0.071,0.005,0,0,0,0,0.004,0,0,0,0.002,0,0.013,0,0,0.27,0,0,0,0,0,0,0,0,0,0.009,0,8,78,16,9.741
1429660800,0.273,0.314,0,1.125,0.16,0.248,0.449,0.314,0.269,0.771,0.143,0.026,0,0,0.051,0.111,0.027,0,0.005,0.006,0,0,0.501,0,0,0.036,0.004,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0.266,0,0,0.004,0,0,0,0.003,0,0,0,0,8,75,11,7.788
1429747200,0.518,0.293,0.001,0,1.313,0.191,0.269,0.346,0.114,0.713,0.26,0.044,0,0,0.035,0.111,0.014,0,0.001,0,0,0,0.399,0,0,0.028,0.003,0,0,0,0,0.007,0,0,0,0.003,0,0,0,0,0.267,0,0,0,0,0,0,0.008,0,0,0.038,0,10,66,13,7.818
1429833600,0.279,0.277,0,0.921,0,0.351,0.36,0.274,0.157,0.876,0.132,0.039,0,0,0.096,0.113,0.017,0,0.001,0,0,0,0.37,0.013,0,0.06,0.004,0,0,0,0.002,0.003,0,0,0,0.004,0,0,0,0,0.27,0,0,0,0,0,0,0.008,0,0,0,0,14,72,21,7.252
1429920000,0.273,0.308,0,0.508,0,0.173,0.117,0.134,0.161,0.735,0.36,0.042,0,0,0.038,0.119,0.037,0,0.004,0,0,0,0.576,0,0,0.026,0.005,0,0,0,0,0.003,0.009,0.04,0.013,0.006,0.007,0.009,0,0,0.276,0,0,0,0,0,0,0,0,0,0,1,7,88,11,6.443
1430006400,0.29,0.136,0,0,0.531,0.189,0.144,0.188,0.082,0.834,0.138,0.051,0,0,0.128,0.129,0.007,0,0,0,0,0,0.75,0,0,0.097,0.005,0,0,0,0,0.003,0,0,0,0.002,0,0,0,0,0.283,0,0,0,0,0,0,0,0.067,0,0,0,7,70,11,10.392
1430092800,0.382,0.318,0,1.371,0.861,0.195,0.256,0.173,0.159,0.837,0.667,0.01,0,0,0.042,0.117,0.004,0,0,0,0,0,0.4,0.012,0,0.136,0,0,0,0,0,0,0,0,0,0.005,0,0.007,0,0,0.272,0,0,0,0,0,0,0.001,0,0,0,0,8,51,19,7.405
1430179200,0.327,0.376,0.014,0.632,0,0.255,0.574,0.403,0.082,0.686,0.287,0.033,0,0,0.051,0.111,0,0,0.001,0,0,0,0.273,0.002,0,0.041,0,0,0,0,0,0.004,0,0,0.005,0.005,0,0,0,0,0.267,0,0.001,0,0,0,0,0,0,0,0,0,8,74,23,9.337
1430265600,0.373,0.276,0,0.515,1.356,0.161,0.153,0.247,0.142,0.785,0.202,0.567,0,0,0.035,0.118,0,0,0.012,0,0,0,0.553,0,0,0.026,0.004,0,0,0,0,0.003,0.002,0,0,0.004,0,0,0,0,0.275,0,0,0,0,0,0,0,0,0,0,0,9,62,16,9.793
1430352000,0.351,0.392,0,0.471,1.372,0.116,0.107,0.321,0.21,0.917,0.105,0.58,0,0,0.031,0.118,0.019,0,0.061,0.003,0,0,0.512,0,0,0.024,0.004,0,0,0,0,0.003,0,0,0,0.005,0,0,0,0.052,0.275,0,0,0,0,0,0,0.035,0,0,0,0,7,69,8,5.284
1430438400,0.212,0.137,0,1.073,0,0.124,0.138,0.198,0.198,0.53,0.108,0.051,0,0,0.049,0.074,0.049,0,0.008,0,0,0,0.245,0.024,0,0.034,0.002,0,0,0,0.002,0.004,0,0,0,0.004,0,0,0,0,0.188,0,0,0,0,0,0,0.005,0,0,0,0,7,76,16,8.862
1430524800,0.357,0.262,0,0,1.415,0.341,0.229,0.359,0.284,0.817,0.605,0,0,0,0.076,0.118,0.001,0,0,0,0,0,0.73,0,0,0.063,0,0,0,0,0,0.004,0,0,0.016,0.004,0.046,0.005,0,0.046,0.275,0,0,0,0,0,0,0,0,0,0,0,14,78,11,10.633
1430611200,0.359,0.334,0,1.336,1.376,0.264,0.171,0.481,0.37,0.756,0.343,0,0,0,0.113,0.117,0,0,0,0,0,0,0.571,0,0,0.08,0.004,0,0,0.001,0,0.004,0.004,0,0,0.004,0,0,0,0.017,0.28,0,0,0,0,0,0,0,0,0,0,1,14,70,5,7.387
1430697600,0.271,0.318,0,0.475,0,0.167,0.265,0.512,0.073,0.806,0.283,0.03,0,0,0.049,0.119,0.022,0,0.002,0,0,0,0.492,0,0,0.099,0.004,0,0,0,0,0.003,0,0,0,0.002,0,0.003,0,0,0.282,0,0,0,0,0,0,0.036,0,0,0.051,0,13,68,31,7.13
1430784000,0.278,0.355,0,0.541,0,0.08,0.044,0.438,0.272,0.818,0.195,0.04,0,0,0.014,0.114,0,0,0.003,0.302,0,0,0.518,0,0,0.01,0,0,0,0,0,0,0.001,0,0,0.002,0,0.008,0,0.025,0.303,0,0,0,0,0,0.009,0,0,0,0.003,0,12,71,10,8.274
1430870400,0.275,0.286,0,0.529,1.396,0.002,0.002,0.256,0,0.904,0.1,0.053,0,0,0.161,0.114,0,0,0.012,0,0,0,0.807,0,0,0.141,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0.026,0.306,0,0,0,0,0.011,0.014,0.008,0,0,0,1,13,62,10,6.395
1430956800,0.274,0.252,0,0,0,0.061,0.207,0.318,0.162,0.799,0.213,0.04,0,0,0.357,0.116,0.016,0,0.008,0,0,0,0.837,0,0,0.111,0.003,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0.303,0,0.004,0,0,0,0,0.006,0,0,0,0,12,75,13,7.073
1431043200,0.28,0.2,0,0.52,0,0.282,0.294,0.305,0.405,0.791,0.112,0.027,0,0,0.059,0.116,0.022,0,0.005,0,0,0,0.929,0,0,0.04,0.004,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0.277,0,0,0,0,0,0,0.005,0,0,0,0,14,62,11,8.69
1431129600,0.271,0.314,0,0.959,1.34,0.002,0.246,0.305,0.084,0.781,0.299,0.042,0,0,0,0.118,0,0,0,0,0,0,0.244,0,0,0,0,0,0,0,0.009,0.005,0,0,0,0,0,0,0,0,0.279,0,0,0,0,0,0.012,0.007,0,0,0,0,11,70,18,6.593
1431216000,0.27,0.339,0,0.572,0,0.138,0.232,0.384,0.215,0.822,0.3,0,0,0,0.031,0.117,0.026,0,0,0,0,0,0.216,0,0,0.022,0,0,0,0,0,0.005,0,0,0,0.005,0,0.006,0,0.011,0.278,0,0.001,0,0,0,0,0,0,0,0,0,16,68,16,5.502
1431302400,0.276,0.336,0,0,0,0.129,0.115,0.463,0,0.83,0.232,0.034,0,0,0.027,0.116,0.02,0,0,0,0,0,0.591,0,0,0.019,0.003,0,0,0,0,0.005,0,0,0,0.004,0,0.005,0,0,0.278,0,0,0,0,0,0,0.005,0,0,0,0,14,54,42,7.915
1431388800,0.28,0.348,0,0.446,1.346,0.067,0.117,0.162,0.159,0.851,0.12,0.222,0,0,0.014,0.118,0.011,0,0.003,0,0,0,0.254,0.005,0,0.009,0,0,0,0,0.001,0.005,0,0,0,0.008,0,0.005,0,0,0.279,0.001,0,0,0,0,0.015,0.015,0,0,0.003,0,11,63,10,6.43
1431475200,0.277,0.357,0,0.451,0,0.202,0.171,0.107,0.076,0.794,0.268,0.018,0,0,0.035,0.117,0.025,0,0,0,0,0,0.562,0,0,0.027,0.004,0,0,0,0,0.004,0.001,0,0,0.004,0,0.003,0,0.063,0.276,0,0,0,0,0,0,0.003,0,0,0.003,0,8,84,16,6.724
1431561600,0.441,0.01,0,0,0,0.223,0.255,0.165,0.234,0.781,0.32,0.067,0,0,0.039,0.114,0.06,0,0.016,0.591,0,0,0.726,0,0,0.03,0.006,0,0,0,0.024,0.005,0,0,0,0.005,0,0.003,0,0.014,0.274,0,0,0,0,0,0.008,0.015,0,0,0,0,11,69,14,9.003
1431648000,0.338,0.388,0,0.904,1.338,0.182,0.29,0.32,0.075,0.787,0.192,0,0,0,0.037,0.117,0.028,0,0,0,0,0,0.306,0,0,0.027,0.004,0,0,0,0,0.004,0,0,0,0.002,0,0.007,0,0,0.274,0,0,0,0,0,0,0,0,0,0,0,14,63,18,13.077
